Using AOMedia Project AV1 Decoder v3.11.0
[ANGLE_READ] sym 0, injected 0, total_bits 1, payload_bits 1, keyword_buffer 000000, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 696, payload_bits 696, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 697, payload_bits 697, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 698, payload_bits 698, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 699, payload_bits 699, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 700, payload_bits 700, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 701, payload_bits 701, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 702, payload_bits 702, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 703, payload_bits 703, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 704, payload_bits 704, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 705, payload_bits 705, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 706, payload_bits 706, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 707, payload_bits 707, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 708, payload_bits 708, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 709, payload_bits 709, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 710, payload_bits 710, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 711, payload_bits 711, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 712, payload_bits 712, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 713, payload_bits 713, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 714, payload_bits 714, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 715, payload_bits 715, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 716, payload_bits 716, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 717, payload_bits 717, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 718, payload_bits 718, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 719, payload_bits 719, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 720, payload_bits 720, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 721, payload_bits 721, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 722, payload_bits 722, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 723, payload_bits 723, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 724, payload_bits 724, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 725, payload_bits 725, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 726, payload_bits 726, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 727, payload_bits 727, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 728, payload_bits 728, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 729, payload_bits 729, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 730, payload_bits 730, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 731, payload_bits 731, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 732, payload_bits 732, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 733, payload_bits 733, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 734, payload_bits 734, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 735, payload_bits 735, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 736, payload_bits 736, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 737, payload_bits 737, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 738, payload_bits 738, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 739, payload_bits 739, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 740, payload_bits 740, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 741, payload_bits 741, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 742, payload_bits 742, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 743, payload_bits 743, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 744, payload_bits 744, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 745, payload_bits 745, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 746, payload_bits 746, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 747, payload_bits 747, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 748, payload_bits 748, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 749, payload_bits 749, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 750, payload_bits 750, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 751, payload_bits 751, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 752, payload_bits 752, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 753, payload_bits 753, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 754, payload_bits 754, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 755, payload_bits 755, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 756, payload_bits 756, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 757, payload_bits 757, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 758, payload_bits 758, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 759, payload_bits 759, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 760, payload_bits 760, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 761, payload_bits 761, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 762, payload_bits 762, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 763, payload_bits 763, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 764, payload_bits 764, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 765, payload_bits 765, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 766, payload_bits 766, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 767, payload_bits 767, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 768, payload_bits 768, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 769, payload_bits 769, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 770, payload_bits 770, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 771, payload_bits 771, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 772, payload_bits 772, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 773, payload_bits 773, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 774, payload_bits 774, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 775, payload_bits 775, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 776, payload_bits 776, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 777, payload_bits 777, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 778, payload_bits 778, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 779, payload_bits 779, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 780, payload_bits 780, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 781, payload_bits 781, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 782, payload_bits 782, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 783, payload_bits 783, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 784, payload_bits 784, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 785, payload_bits 785, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 786, payload_bits 786, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 787, payload_bits 787, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 788, payload_bits 788, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 789, payload_bits 789, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 790, payload_bits 790, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 791, payload_bits 791, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 792, payload_bits 792, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 793, payload_bits 793, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 794, payload_bits 794, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 795, payload_bits 795, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 796, payload_bits 796, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 797, payload_bits 797, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 798, payload_bits 798, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 799, payload_bits 799, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 800, payload_bits 800, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 801, payload_bits 801, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 802, payload_bits 802, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 803, payload_bits 803, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 804, payload_bits 804, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 805, payload_bits 805, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 806, payload_bits 806, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 807, payload_bits 807, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 808, payload_bits 808, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 809, payload_bits 809, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 810, payload_bits 810, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 811, payload_bits 811, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 812, payload_bits 812, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 813, payload_bits 813, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 814, payload_bits 814, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 815, payload_bits 815, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 816, payload_bits 816, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 817, payload_bits 817, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 818, payload_bits 818, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 819, payload_bits 819, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 820, payload_bits 820, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 821, payload_bits 821, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 822, payload_bits 822, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 823, payload_bits 823, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 824, payload_bits 824, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 825, payload_bits 825, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 826, payload_bits 826, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 827, payload_bits 827, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 828, payload_bits 828, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 829, payload_bits 829, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 830, payload_bits 830, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 831, payload_bits 831, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 832, payload_bits 832, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 833, payload_bits 833, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 834, payload_bits 834, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 835, payload_bits 835, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 836, payload_bits 836, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 837, payload_bits 837, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 838, payload_bits 838, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 839, payload_bits 839, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 840, payload_bits 840, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 841, payload_bits 841, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 842, payload_bits 842, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 843, payload_bits 843, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 844, payload_bits 844, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 845, payload_bits 845, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 846, payload_bits 846, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 847, payload_bits 847, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 848, payload_bits 848, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 849, payload_bits 849, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 850, payload_bits 850, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 851, payload_bits 851, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 852, payload_bits 852, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 853, payload_bits 853, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 854, payload_bits 854, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 855, payload_bits 855, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 856, payload_bits 856, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 857, payload_bits 857, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 858, payload_bits 858, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 859, payload_bits 859, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 860, payload_bits 860, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 861, payload_bits 861, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 862, payload_bits 862, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 863, payload_bits 863, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 864, payload_bits 864, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 865, payload_bits 865, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 866, payload_bits 866, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 867, payload_bits 867, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 868, payload_bits 868, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 869, payload_bits 869, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 870, payload_bits 870, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 871, payload_bits 871, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 872, payload_bits 872, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 873, payload_bits 873, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 874, payload_bits 874, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 875, payload_bits 875, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 876, payload_bits 876, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 877, payload_bits 877, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 878, payload_bits 878, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 879, payload_bits 879, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 880, payload_bits 880, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 881, payload_bits 881, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 882, payload_bits 882, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 883, payload_bits 883, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 884, payload_bits 884, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 885, payload_bits 885, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 886, payload_bits 886, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 887, payload_bits 887, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 888, payload_bits 888, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 889, payload_bits 889, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 890, payload_bits 890, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 891, payload_bits 891, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 892, payload_bits 892, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 893, payload_bits 893, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 894, payload_bits 894, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 895, payload_bits 895, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 896, payload_bits 896, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 897, payload_bits 897, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 898, payload_bits 898, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 899, payload_bits 899, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 900, payload_bits 900, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 901, payload_bits 901, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 902, payload_bits 902, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 903, payload_bits 903, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 904, payload_bits 904, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 905, payload_bits 905, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 906, payload_bits 906, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 907, payload_bits 907, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 908, payload_bits 908, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 909, payload_bits 909, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 910, payload_bits 910, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 911, payload_bits 911, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 912, payload_bits 912, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 913, payload_bits 913, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 914, payload_bits 914, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 915, payload_bits 915, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 916, payload_bits 916, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 917, payload_bits 917, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 918, payload_bits 918, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 919, payload_bits 919, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 920, payload_bits 920, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 921, payload_bits 921, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 922, payload_bits 922, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 923, payload_bits 923, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 924, payload_bits 924, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 925, payload_bits 925, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 926, payload_bits 926, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 927, payload_bits 927, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 928, payload_bits 928, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 929, payload_bits 929, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 930, payload_bits 930, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 931, payload_bits 931, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 932, payload_bits 932, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 933, payload_bits 933, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 934, payload_bits 934, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 935, payload_bits 935, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 936, payload_bits 936, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 937, payload_bits 937, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 938, payload_bits 938, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 939, payload_bits 939, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 940, payload_bits 940, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 941, payload_bits 941, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 942, payload_bits 942, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 943, payload_bits 943, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 944, payload_bits 944, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 945, payload_bits 945, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 946, payload_bits 946, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 947, payload_bits 947, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 948, payload_bits 948, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 949, payload_bits 949, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 950, payload_bits 950, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 951, payload_bits 951, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 952, payload_bits 952, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 953, payload_bits 953, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 954, payload_bits 954, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 955, payload_bits 955, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 956, payload_bits 956, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 957, payload_bits 957, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 958, payload_bits 958, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 959, payload_bits 959, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 960, payload_bits 960, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 961, payload_bits 961, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 962, payload_bits 962, keyword_buffer 440044, end_found 0
