Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   7904, rd_minus:   7886, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4212, rd_minus:   4026, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 491 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3320, rd_minus:   4158, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 492 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3916, rd_minus:   3008, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 493 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4612, rd_minus:   4086, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 494 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    278, rd_minus:    308, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 495 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    216, rd_minus:    212, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 496 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5210, rd_minus:   4684, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 497 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    936, rd_minus:   1236, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 498 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4810, rd_minus:   4990, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 499 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2412, rd_minus:   1872, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 500 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1080, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 501 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   9582, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 502 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3136, rd_minus:   4974, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 503 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5178, rd_minus:   4654, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 504 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3788, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 505 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5148, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 506 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4072, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 507 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3754, rd_minus:   5214, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 508 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3264, rd_minus:   4120, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 509 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    484, rd_minus:    470, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 510 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    174, rd_minus:    166, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 511 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    358, rd_minus:    306, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 512 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6438, rd_minus:   6044, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 513 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2196, rd_minus:   3488, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 514 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1900, rd_minus:   1878, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 515 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7254, rd_minus:   2948, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 516 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8082, rd_minus:   8506, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 517 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4740, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 518 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  10884, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 519 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3106, rd_minus:   2880, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 520 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8166, rd_minus:   7504, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 521 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1792, rd_minus:   1884, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 522 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8032, rd_minus:   4814, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 523 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10726, rd_minus:  11724, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 524 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1072, rd_minus:   1576, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 525 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    498, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 526 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1844, rd_minus:   1676, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 527 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    608, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 528 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2762, rd_minus:   2580, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 529 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4036, rd_minus:   3894, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 530 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1460, rd_minus:   2036, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 531 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1874, rd_minus:   2262, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 532 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1792, rd_minus:   1992, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 533 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    534, rd_minus:    526, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 534 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     56, rd_minus:     56, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 535 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1200, rd_minus:    904, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 536 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    748, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 537 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2268, rd_minus:   2406, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 538 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3380, rd_minus:   4008, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 539 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3978, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 540 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     88, rd_minus:     94, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 541 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2678, rd_minus:   1240, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 542 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1544, rd_minus:   1568, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 543 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1052, rd_minus:   1088, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 544 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3060, rd_minus:   7754, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 545 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    692, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 546 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4028, rd_minus:   7246, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 547 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    900, rd_minus:    896, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 548 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2304, rd_minus:   2514, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 549 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    952, rd_minus:   1524, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 550 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4970, rd_minus:   7356, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 551 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7968, rd_minus:   9668, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 552 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2510, rd_minus:   2484, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 553 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2326, rd_minus:   2390, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 554 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2336, rd_minus:   2346, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 555 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7752, rd_minus:   7912, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 556 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3762, rd_minus:   3838, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 557 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2106, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 558 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1964, rd_minus:   1956, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 559 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1662, rd_minus:   2302, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 560 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4190, rd_minus:   4084, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 561 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3176, rd_minus:   3570, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 562 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1868, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 563 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4388, rd_minus:   5302, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 564 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2334, rd_minus:   2114, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 565 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3464, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 566 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    134, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 567 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    612, rd_minus:    640, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 568 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2632, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 569 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2954, rd_minus:   3580, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 570 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    192, rd_minus:    242, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 571 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    152, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 572 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    214, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 573 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    138, rd_minus:    236, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 574 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3440, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 575 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    652, rd_minus:    330, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 576 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3810, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 577 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    350, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 578 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    140, rd_minus:    166, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 579 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4476, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 580 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4540, rd_minus:   4496, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 581 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3400, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 582 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6588, rd_minus:   6592, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 583 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6080, rd_minus:   5140, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 584 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4840, rd_minus:   4766, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 585 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3240, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 586 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    228, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 587 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    226, rd_minus:    198, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 588 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3628, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 589 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8644, rd_minus:  13992, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 590 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4300, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 591 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    300, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 592 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    374, rd_minus:    764, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 593 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3356, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 594 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4854, rd_minus:   8340, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 595 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    132, rd_minus:    132, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 596 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    116, rd_minus:    128, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 597 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    168, rd_minus:    196, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 598 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5220, rd_minus:   5228, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 599 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3634, rd_minus:   2270, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 600 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4104, rd_minus:   4016, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 601 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5492, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 602 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6392, rd_minus:   6722, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 603 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4180, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 604 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2992, rd_minus:   2918, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 605 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4904, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 606 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    226, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 607 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2004, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 608 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2844, rd_minus:   2694, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 609 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7732, rd_minus:   7184, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 610 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4468, rd_minus:   3780, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 611 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4490, rd_minus:   3370, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 612 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    310, rd_minus:    372, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 613 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    342, rd_minus:    324, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 614 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    328, rd_minus:    360, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 615 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    346, rd_minus:    330, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 616 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4532, rd_minus:   7988, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 617 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3026, rd_minus:   2410, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 618 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4664, rd_minus:   3680, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 619 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3980, rd_minus:   5082, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 620 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4238, rd_minus:   3774, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 621 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1940, rd_minus:   1848, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 622 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4580, rd_minus:   4220, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 623 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    432, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 624 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4112, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 625 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5512, rd_minus:   5520, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 626 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1980, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 627 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2180, rd_minus:   2068, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 628 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3034, rd_minus:   2388, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 629 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2976, rd_minus:   2992, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 630 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    172, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 631 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2674, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 632 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    242, rd_minus:    248, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 633 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    210, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 634 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6482, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 635 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  36118, rd_minus:  36060, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 636 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    206, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 637 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    338, rd_minus:    304, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 638 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2906, rd_minus:   2468, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 639 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     86, rd_minus:     70, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 640 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3636, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 641 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1654, rd_minus:   1812, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 642 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2230, rd_minus:   1514, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 643 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2954, rd_minus:   3674, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 644 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    192, rd_minus:    168, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 645 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    136, rd_minus:    146, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 646 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4468, rd_minus:   2660, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 647 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    876, rd_minus:   3930, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 648 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4032, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 649 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3922, rd_minus:   3884, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 650 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7786, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 651 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5882, rd_minus:   4880, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 652 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     70, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 653 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1064, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 654 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1688, rd_minus:   1622, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 655 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3828, rd_minus:   2500, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 656 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4996, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 657 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6302, rd_minus:   2520, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 658 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2826, rd_minus:   2780, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 659 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4288, rd_minus:   7478, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 660 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2984, rd_minus:   2964, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 661 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1270, rd_minus:   1254, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 662 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     80, rd_minus:    112, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 663 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5162, rd_minus:   6968, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 664 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7246, rd_minus:   9604, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 665 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1520, rd_minus:   1358, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 666 / 2072, payload_bits 2048, end_bits 24
