Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   4644, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1500, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 575 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    328, rd_minus:    226, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 576 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    720, rd_minus:    442, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 577 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11448, rd_minus:  10398, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 578 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2468, rd_minus:   3298, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 579 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    892, rd_minus:    472, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 580 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    228, rd_minus:    302, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 581 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    610, rd_minus:   1004, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 582 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    820, rd_minus:    658, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 583 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6644, rd_minus:   6984, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 584 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5428, rd_minus:   3666, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 585 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    438, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 586 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2800, rd_minus:   2628, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 587 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    440, rd_minus:    352, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 588 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9048, rd_minus:   9738, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 589 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4106, rd_minus:   4680, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 590 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7490, rd_minus:   7708, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 591 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    558, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 592 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1018, rd_minus:    988, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 593 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12192, rd_minus:   7258, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 594 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2142, rd_minus:   2576, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 595 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2156, rd_minus:   1958, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 596 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11514, rd_minus:  11338, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 597 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2044, rd_minus:   2092, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 598 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3190, rd_minus:   3516, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 599 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1280, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 600 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2916, rd_minus:  26108, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 601 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1548, rd_minus:   1362, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 602 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3680, rd_minus:   2500, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 603 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6936, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 604 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4716, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 605 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7186, rd_minus:   9446, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 606 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    988, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 607 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7392, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 608 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8172, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 609 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    262, rd_minus:    262, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 610 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4482, rd_minus:   6634, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 611 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4738, rd_minus:   6044, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 612 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9576, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 613 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    500, rd_minus:    556, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 614 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1062, rd_minus:    680, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 615 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3534, rd_minus:   4268, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 616 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2166, rd_minus:   1888, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 617 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    806, rd_minus:    824, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 618 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3260, rd_minus:   3524, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 619 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    332, rd_minus:    308, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 620 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    146, rd_minus:    148, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 621 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3754, rd_minus:   4236, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 622 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    320, rd_minus:    262, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 623 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    158, rd_minus:    150, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 624 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    256, rd_minus:    268, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 625 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    452, rd_minus:    348, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 626 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7026, rd_minus:   3002, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 627 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1988, rd_minus:   2060, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 628 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4584, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 629 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5164, rd_minus:   7208, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 630 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3552, rd_minus:   3732, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 631 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7528, rd_minus:   7576, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 632 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    102, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 633 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11636, rd_minus:  11630, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 634 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6808, rd_minus:   5328, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 635 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7210, rd_minus:   6500, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 636 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13648, rd_minus:  13840, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 637 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8504, rd_minus:   7982, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 638 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6600, rd_minus:   6560, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 639 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1272, rd_minus:   1456, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 640 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  10464, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 641 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3362, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 642 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15932, rd_minus:  16132, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 643 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5316, rd_minus:   6484, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 644 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    344, rd_minus:    398, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 645 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3552, rd_minus:   3616, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 646 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1028, rd_minus:   1016, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 647 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    496, rd_minus:    560, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 648 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9732, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 649 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13544, rd_minus:  14242, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 650 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7078, rd_minus:   7848, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 651 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7562, rd_minus:   9964, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 652 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2072, rd_minus:   1050, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 653 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11856, rd_minus:  11856, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 654 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4048, rd_minus:   4896, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 655 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1870, rd_minus:   1758, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 656 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1482, rd_minus:    920, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 657 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4324, rd_minus:   3152, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 658 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    636, rd_minus:    590, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 659 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3072, rd_minus:   3324, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 660 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    110, rd_minus:    102, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 661 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1510, rd_minus:   1448, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 662 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    456, rd_minus:    352, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 663 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4550, rd_minus:   4352, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 664 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7110, rd_minus:   6620, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 665 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    108, rd_minus:     92, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 666 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1014, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 667 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    242, rd_minus:    270, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 668 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2044, rd_minus:   2716, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 669 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5244, rd_minus:   5120, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 670 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    650, rd_minus:    566, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 671 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    336, rd_minus:    334, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 672 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5604, rd_minus:   5512, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 673 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1348, rd_minus:   1816, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 674 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    128, rd_minus:    124, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 675 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1132, rd_minus:   1352, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 676 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2992, rd_minus:   3280, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 677 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    286, rd_minus:    420, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 678 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1116, rd_minus:   1414, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 679 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1860, rd_minus:   3128, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 680 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    800, rd_minus:    730, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 681 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    330, rd_minus:    384, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 682 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    168, rd_minus:    134, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 683 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    974, rd_minus:    820, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 684 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    272, rd_minus:    212, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 685 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8532, rd_minus:   9406, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 686 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3896, rd_minus:   5388, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 687 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2224, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 688 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    110, rd_minus:    208, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 689 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    664, rd_minus:    652, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 690 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2928, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 691 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1124, rd_minus:   1160, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 692 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     46, rd_minus:     42, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 693 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8908, rd_minus:  17054, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 694 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    104, rd_minus:    116, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 695 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2284, rd_minus:   2536, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 696 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1108, rd_minus:   1442, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 697 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    144, rd_minus:    158, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 698 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    314, rd_minus:    422, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 699 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    398, rd_minus:    642, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 700 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7810, rd_minus:   5558, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 701 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2174, rd_minus:   2264, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 702 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     92, rd_minus:     86, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 703 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    776, rd_minus:    576, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 704 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    100, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 705 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1656, rd_minus:   1600, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 706 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2382, rd_minus:   2536, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 707 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    396, rd_minus:    544, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 708 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2034, rd_minus:   2876, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 709 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3574, rd_minus:   4402, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 710 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    876, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 711 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3732, rd_minus:   3704, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 712 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6632, rd_minus:   7370, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 713 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    864, rd_minus:    700, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 714 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1326, rd_minus:   1294, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 715 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    610, rd_minus:    636, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 716 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1180, rd_minus:    948, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 717 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    156, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 718 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1712, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 719 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2366, rd_minus:   2374, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 720 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    106, rd_minus:    118, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 721 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1178, rd_minus:   1784, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 722 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2662, rd_minus:   2986, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 723 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7952, rd_minus:   8838, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 724 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4310, rd_minus:   3560, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 725 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2554, rd_minus:   3228, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 726 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3922, rd_minus:   5010, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 727 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2328, rd_minus:   1674, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 728 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2064, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 729 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2564, rd_minus:   2580, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 730 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1400, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 731 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2012, rd_minus:   2222, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 732 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2504, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 733 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1980, rd_minus:   2174, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 734 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2998, rd_minus:   6176, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 735 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2846, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 736 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1798, rd_minus:   1820, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 737 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4586, rd_minus:   2676, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 738 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2472, rd_minus:   3546, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 739 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2372, rd_minus:   2918, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 740 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5312, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 741 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2120, rd_minus:   3002, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 742 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4864, rd_minus:   4060, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 743 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1670, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 744 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2526, rd_minus:   3662, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 745 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1662, rd_minus:   2628, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 746 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    162, rd_minus:    146, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 747 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4704, rd_minus:   5784, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 748 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2464, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 749 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5560, rd_minus:   4640, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 750 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7556, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 751 / 2072, payload_bits 2048, end_bits 24
