Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   8608, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5930, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 390 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11854, rd_minus:  13140, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 391 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    658, rd_minus:    702, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 392 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    634, rd_minus:    678, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 393 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6612, rd_minus:   6286, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 394 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6032, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 395 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  13544, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 396 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7104, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 397 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1034, rd_minus:   1030, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 398 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    336, rd_minus:    696, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 399 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2376, rd_minus:   2384, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 400 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5536, rd_minus:   5536, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 401 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2024, rd_minus:   2206, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 402 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    246, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 403 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2970, rd_minus:   4354, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 404 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3256, rd_minus:   3240, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 405 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  24804, rd_minus:  25112, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 406 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4928, rd_minus:   5066, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 407 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    638, rd_minus:    686, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 408 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    272, rd_minus:    422, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 409 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4672, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 410 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6196, rd_minus:   6896, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 411 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9648, rd_minus:  10496, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 412 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4948, rd_minus:   5672, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 413 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4368, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 414 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8664, rd_minus:  10100, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 415 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4088, rd_minus:   3388, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 416 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4772, rd_minus:   4776, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 417 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4500, rd_minus:   4912, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 418 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9178, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 419 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7848, rd_minus:   6966, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 420 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  21728, rd_minus:  18370, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 421 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7334, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 422 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7602, rd_minus:   7068, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 423 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    250, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 424 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17098, rd_minus:  27620, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 425 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  22536, rd_minus:  22474, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 426 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14388, rd_minus:  19120, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 427 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5000, rd_minus:   5194, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 428 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  31764, rd_minus:  33994, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 429 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  47512, rd_minus:  45804, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 430 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11168, rd_minus:   8266, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 431 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4312, rd_minus:   5456, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 432 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7426, rd_minus:   6808, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 433 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    518, rd_minus:    592, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 434 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    296, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 435 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    336, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 436 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3520, rd_minus:   3452, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 437 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    524, rd_minus:    814, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 438 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2040, rd_minus:   1976, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 439 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7126, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 440 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6166, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 441 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  16982, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 442 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3060, rd_minus:   4184, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 443 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8564, rd_minus:   8554, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 444 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5852, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 445 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    284, rd_minus:    360, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 446 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4544, rd_minus:   5368, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 447 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15724, rd_minus:  15226, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 448 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10166, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 449 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10764, rd_minus:   7248, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 450 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8780, rd_minus:   8948, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 451 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6366, rd_minus:   7194, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 452 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9648, rd_minus:   9528, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 453 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  13540, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 454 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9532, rd_minus:   9240, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 455 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10466, rd_minus:  10124, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 456 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    294, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 457 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    412, rd_minus:    416, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 458 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    262, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 459 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10200, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 460 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2336, rd_minus:   2092, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 461 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4542, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 462 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7194, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 463 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9014, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 464 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    276, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 465 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  19610, rd_minus:  19672, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 466 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    924, rd_minus:   1592, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 467 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5538, rd_minus:   5474, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 468 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10340, rd_minus:  10512, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 469 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6154, rd_minus:   6544, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 470 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7318, rd_minus:   8074, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 471 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  22756, rd_minus:  22620, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 472 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16454, rd_minus:  16460, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 473 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6636, rd_minus:   5766, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 474 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    222, rd_minus:    230, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 475 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    208, rd_minus:    186, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 476 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4638, rd_minus:   5120, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 477 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7106, rd_minus:  10622, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 478 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10720, rd_minus:  13984, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 479 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10248, rd_minus:   8300, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 480 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6584, rd_minus:   6520, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 481 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5380, rd_minus:   7820, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 482 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3770, rd_minus:   3656, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 483 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    550, rd_minus:    538, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 484 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    500, rd_minus:    360, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 485 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1138, rd_minus:    752, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 486 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6202, rd_minus:   6868, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 487 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3568, rd_minus:   4896, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 488 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  10926, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 489 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    820, rd_minus:    652, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 490 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1198, rd_minus:   1760, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 491 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    324, rd_minus:    280, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 492 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16190, rd_minus:  16052, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 493 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2800, rd_minus:   2672, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 494 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    234, rd_minus:    264, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 495 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4408, rd_minus:   5030, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 496 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7552, rd_minus:   7234, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 497 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7516, rd_minus:   7612, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 498 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    676, rd_minus:    622, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 499 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    568, rd_minus:    548, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 500 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    722, rd_minus:    730, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 501 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6538, rd_minus:   6580, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 502 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7214, rd_minus:   8138, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 503 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5128, rd_minus:   3334, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 504 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    430, rd_minus:    626, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 505 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6414, rd_minus:   6270, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 506 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9062, rd_minus:   5454, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 507 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7104, rd_minus:   6116, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 508 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3656, rd_minus:   4612, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 509 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3758, rd_minus:   3636, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 510 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1118, rd_minus:   1188, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 511 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    498, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 512 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9874, rd_minus:  12402, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 513 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2220, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 514 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5486, rd_minus:   5584, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 515 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4574, rd_minus:   4460, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 516 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    122, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 517 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    516, rd_minus:    504, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 518 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    878, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 519 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1300, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 520 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3516, rd_minus:   3492, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 521 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    476, rd_minus:    398, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 522 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    286, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 523 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  22474, rd_minus:  22880, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 524 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  21676, rd_minus:  21752, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 525 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    294, rd_minus:    314, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 526 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    344, rd_minus:    416, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 527 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4228, rd_minus:   4802, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 528 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3032, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 529 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    284, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 530 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    496, rd_minus:    442, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 531 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6264, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 532 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9380, rd_minus:  20126, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 533 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2230, rd_minus:   3476, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 534 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3266, rd_minus:   4304, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 535 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3176, rd_minus:   2440, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 536 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3090, rd_minus:   3202, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 537 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5876, rd_minus:   6066, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 538 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4820, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 539 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9456, rd_minus:   9780, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 540 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    160, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 541 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3394, rd_minus:   4350, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 542 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8000, rd_minus:  10342, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 543 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3372, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 544 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    178, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 545 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6948, rd_minus:   5256, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 546 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5824, rd_minus:   5158, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 547 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4178, rd_minus:   5864, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 548 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5640, rd_minus:   5142, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 549 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15238, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 550 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1958, rd_minus:   1682, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 551 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5950, rd_minus:   5108, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 552 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4960, rd_minus:   9358, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 553 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2826, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 554 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    278, rd_minus:    306, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 555 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    986, rd_minus:    870, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 556 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5676, rd_minus:   5948, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 557 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    984, rd_minus:   1064, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 558 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12650, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 559 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4100, rd_minus:   3992, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 560 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9778, rd_minus:  13368, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 561 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    392, rd_minus:    468, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 562 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3786, rd_minus:   2896, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 563 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4608, rd_minus:   4068, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 564 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5096, rd_minus:   5784, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 565 / 2072, payload_bits 2048, end_bits 24
