Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:  10442, rd_minus:   6220, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5268, rd_minus:   7330, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1332 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3184, rd_minus:   2424, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1333 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9506, rd_minus:   9616, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1334 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4994, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1335 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7286, rd_minus:   7300, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1336 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11102, rd_minus:  10970, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1337 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4100, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1338 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4320, rd_minus:   4708, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1339 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11804, rd_minus:  12698, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1340 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4450, rd_minus:   4218, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1341 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3512, rd_minus:   4234, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1342 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3740, rd_minus:   3754, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1343 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8986, rd_minus:   8938, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1344 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    772, rd_minus:    786, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1345 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7554, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1346 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    136, rd_minus:    126, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1347 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  13118, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1348 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3794, rd_minus:   4636, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1349 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2920, rd_minus:   3250, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1350 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2238, rd_minus:   2468, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1351 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11056, rd_minus:  10388, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1352 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2440, rd_minus:   1662, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1353 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    122, rd_minus:    134, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1354 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    664, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1355 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  12338, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1356 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4100, rd_minus:   3628, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1357 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3152, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1358 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1482, rd_minus:   1032, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1359 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4364, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1360 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  10008, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1361 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4816, rd_minus:   2024, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1362 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3060, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1363 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4592, rd_minus:   4356, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1364 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    144, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1365 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3358, rd_minus:   3578, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1366 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6590, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1367 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9142, rd_minus:   8454, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1368 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2270, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1369 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5690, rd_minus:  10464, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1370 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  15610, rd_minus:  14284, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1371 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1516, rd_minus:   1156, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1372 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4638, rd_minus:   5028, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1373 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3990, rd_minus:   4114, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1374 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    752, rd_minus:    798, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1375 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4776, rd_minus:   3982, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1376 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    756, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1377 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1500, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1378 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    102, rd_minus:    172, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1379 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    124, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1380 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5524, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1381 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    756, rd_minus:   1308, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1382 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    302, rd_minus:    262, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1383 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     74, rd_minus:     70, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1384 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    488, rd_minus:    352, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1385 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2406, rd_minus:   2980, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1386 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    156, rd_minus:    100, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1387 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9690, rd_minus:  10736, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1388 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1846, rd_minus:   2484, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1389 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4254, rd_minus:   3160, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1390 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1564, rd_minus:   2088, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1391 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2662, rd_minus:   2658, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1392 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2618, rd_minus:   3828, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1393 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    558, rd_minus:    568, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1394 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1488, rd_minus:   1310, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1395 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3894, rd_minus:   3820, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1396 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5006, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1397 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2224, rd_minus:   2380, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1398 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3606, rd_minus:   2828, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1399 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2272, rd_minus:   2020, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1400 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1994, rd_minus:   1660, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1401 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2268, rd_minus:   2620, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1402 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3576, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1403 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2268, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1404 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4436, rd_minus:   3364, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1405 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7370, rd_minus:   7520, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1406 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    694, rd_minus:    718, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1407 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   9526, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1408 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2952, rd_minus:   2796, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1409 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1060, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1410 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1740, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1411 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1236, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1412 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    810, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1413 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1610, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1414 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    782, rd_minus:    346, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1415 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    398, rd_minus:    636, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1416 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3226, rd_minus:   2210, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1417 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1834, rd_minus:   1690, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1418 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4664, rd_minus:   5324, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1419 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    290, rd_minus:    136, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1420 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2456, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1421 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5018, rd_minus:   5102, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1422 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1508, rd_minus:   1076, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1423 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2440, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1424 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1580, rd_minus:   2004, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1425 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3270, rd_minus:   3356, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1426 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1228, rd_minus:   1154, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1427 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2518, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1428 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  13746, rd_minus:  13746, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1429 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    104, rd_minus:    102, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1430 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2436, rd_minus:   2604, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1431 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2924, rd_minus:   1192, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1432 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4970, rd_minus:   3486, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1433 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  18220, rd_minus:  18112, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1434 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  18872, rd_minus:  18562, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1435 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5572, rd_minus:   5348, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1436 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  13114, rd_minus:  11268, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1437 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7432, rd_minus:    840, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1438 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  18132, rd_minus:  11858, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1439 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  16826, rd_minus:   9614, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1440 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1238, rd_minus:   1268, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1441 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2748, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1442 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11500, rd_minus:   4916, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1443 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1148, rd_minus:   1130, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1444 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2992, rd_minus:   2496, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1445 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2514, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1446 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    952, rd_minus:   1008, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1447 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3924, rd_minus:   3806, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1448 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11330, rd_minus:  12946, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1449 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5748, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1450 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  22378, rd_minus:  22692, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1451 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  14348, rd_minus:  12828, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1452 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3840, rd_minus:   3738, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1453 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4066, rd_minus:   4644, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1454 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7296, rd_minus:   7296, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1455 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3578, rd_minus:   4746, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1456 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2900, rd_minus:   2956, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1457 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3384, rd_minus:   4288, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1458 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7620, rd_minus:  10540, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1459 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  13412, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1460 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1124, rd_minus:   1028, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1461 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    118, rd_minus:    128, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1462 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  10160, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1463 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5760, rd_minus:   5860, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1464 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6168, rd_minus:   8384, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1465 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  13822, rd_minus:  17152, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1466 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1378, rd_minus:   1594, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1467 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2430, rd_minus:   3024, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1468 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4632, rd_minus:   6284, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1469 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2760, rd_minus:   2808, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1470 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    348, rd_minus:    348, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1471 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9392, rd_minus:   7424, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1472 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    136, rd_minus:    126, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1473 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    210, rd_minus:    134, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1474 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2700, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1475 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     94, rd_minus:     72, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1476 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5188, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1477 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    912, rd_minus:    852, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1478 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1044, rd_minus:   1208, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1479 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  10562, rd_minus:  12032, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1480 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   8808, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1481 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2800, rd_minus:   2756, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1482 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1476, rd_minus:   1244, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1483 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5224, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1484 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8368, rd_minus:  10028, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1485 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    420, rd_minus:    404, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1486 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4514, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1487 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1228, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1488 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    360, rd_minus:    578, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1489 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    232, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1490 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    842, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1491 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2690, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1492 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6000, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1493 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1388, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1494 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    400, rd_minus:    400, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1495 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2316, rd_minus:   3876, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1496 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3710, rd_minus:   3060, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1497 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1420, rd_minus:   2060, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1498 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2642, rd_minus:   1994, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1499 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    812, rd_minus:   1112, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1500 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1266, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1501 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1724, rd_minus:   1768, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1502 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3112, rd_minus:   1584, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1503 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9540, rd_minus:   6666, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1504 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    982, rd_minus:    748, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1505 / 8216, payload_bits 8192, end_bits 24
