Using AOMedia Project AV1 Decoder v3.11.0
[ANGLE_READ] sym 0, injected 0, total_bits 1, payload_bits 1, keyword_buffer 000000, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 541, payload_bits 541, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 542, payload_bits 542, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 543, payload_bits 543, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 544, payload_bits 544, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 545, payload_bits 545, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 546, payload_bits 546, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 547, payload_bits 547, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 548, payload_bits 548, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 549, payload_bits 549, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 550, payload_bits 550, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 551, payload_bits 551, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 552, payload_bits 552, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 553, payload_bits 553, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 554, payload_bits 554, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 555, payload_bits 555, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 556, payload_bits 556, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 557, payload_bits 557, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 558, payload_bits 558, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 559, payload_bits 559, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 560, payload_bits 560, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 561, payload_bits 561, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 562, payload_bits 562, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 563, payload_bits 563, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 564, payload_bits 564, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 565, payload_bits 565, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 566, payload_bits 566, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 567, payload_bits 567, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 568, payload_bits 568, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 569, payload_bits 569, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 570, payload_bits 570, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 571, payload_bits 571, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 572, payload_bits 572, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 573, payload_bits 573, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 574, payload_bits 574, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 575, payload_bits 575, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 576, payload_bits 576, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 577, payload_bits 577, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 578, payload_bits 578, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 579, payload_bits 579, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 580, payload_bits 580, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 581, payload_bits 581, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 582, payload_bits 582, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 583, payload_bits 583, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 584, payload_bits 584, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 585, payload_bits 585, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 586, payload_bits 586, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 587, payload_bits 587, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 588, payload_bits 588, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 589, payload_bits 589, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 590, payload_bits 590, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 591, payload_bits 591, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 592, payload_bits 592, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 593, payload_bits 593, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 594, payload_bits 594, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 595, payload_bits 595, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 596, payload_bits 596, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 597, payload_bits 597, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 598, payload_bits 598, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 599, payload_bits 599, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 600, payload_bits 600, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 601, payload_bits 601, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 602, payload_bits 602, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 603, payload_bits 603, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 604, payload_bits 604, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 605, payload_bits 605, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 606, payload_bits 606, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 607, payload_bits 607, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 608, payload_bits 608, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 609, payload_bits 609, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 610, payload_bits 610, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 611, payload_bits 611, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 612, payload_bits 612, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 613, payload_bits 613, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 614, payload_bits 614, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 615, payload_bits 615, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 616, payload_bits 616, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 617, payload_bits 617, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 618, payload_bits 618, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 619, payload_bits 619, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 620, payload_bits 620, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 621, payload_bits 621, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 622, payload_bits 622, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 623, payload_bits 623, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 624, payload_bits 624, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 625, payload_bits 625, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 626, payload_bits 626, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 627, payload_bits 627, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 628, payload_bits 628, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 629, payload_bits 629, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 630, payload_bits 630, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 631, payload_bits 631, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 632, payload_bits 632, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 633, payload_bits 633, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 634, payload_bits 634, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 635, payload_bits 635, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 636, payload_bits 636, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 637, payload_bits 637, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 638, payload_bits 638, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 639, payload_bits 639, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 640, payload_bits 640, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 641, payload_bits 641, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 642, payload_bits 642, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 643, payload_bits 643, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 644, payload_bits 644, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 645, payload_bits 645, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 646, payload_bits 646, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 647, payload_bits 647, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 648, payload_bits 648, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 649, payload_bits 649, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 650, payload_bits 650, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 651, payload_bits 651, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 652, payload_bits 652, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 653, payload_bits 653, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 654, payload_bits 654, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 655, payload_bits 655, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 656, payload_bits 656, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 657, payload_bits 657, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 658, payload_bits 658, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 659, payload_bits 659, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 660, payload_bits 660, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 661, payload_bits 661, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 662, payload_bits 662, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 663, payload_bits 663, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 664, payload_bits 664, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 665, payload_bits 665, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 666, payload_bits 666, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 667, payload_bits 667, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 668, payload_bits 668, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 669, payload_bits 669, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 670, payload_bits 670, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 671, payload_bits 671, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 672, payload_bits 672, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 673, payload_bits 673, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 674, payload_bits 674, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 675, payload_bits 675, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 676, payload_bits 676, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 677, payload_bits 677, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 678, payload_bits 678, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 679, payload_bits 679, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 680, payload_bits 680, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 681, payload_bits 681, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 682, payload_bits 682, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 683, payload_bits 683, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 684, payload_bits 684, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 685, payload_bits 685, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 686, payload_bits 686, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 687, payload_bits 687, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 688, payload_bits 688, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 689, payload_bits 689, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 690, payload_bits 690, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 691, payload_bits 691, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 692, payload_bits 692, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 693, payload_bits 693, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 694, payload_bits 694, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 695, payload_bits 695, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 696, payload_bits 696, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 697, payload_bits 697, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 698, payload_bits 698, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 699, payload_bits 699, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 700, payload_bits 700, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 701, payload_bits 701, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 702, payload_bits 702, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 703, payload_bits 703, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 704, payload_bits 704, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 705, payload_bits 705, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 706, payload_bits 706, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 707, payload_bits 707, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 708, payload_bits 708, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 709, payload_bits 709, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 710, payload_bits 710, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 711, payload_bits 711, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 712, payload_bits 712, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 713, payload_bits 713, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 714, payload_bits 714, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 715, payload_bits 715, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 716, payload_bits 716, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 717, payload_bits 717, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 718, payload_bits 718, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 719, payload_bits 719, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 720, payload_bits 720, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 721, payload_bits 721, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 722, payload_bits 722, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 723, payload_bits 723, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 724, payload_bits 724, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 725, payload_bits 725, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 726, payload_bits 726, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 727, payload_bits 727, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 728, payload_bits 728, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 729, payload_bits 729, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 730, payload_bits 730, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 731, payload_bits 731, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 732, payload_bits 732, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 733, payload_bits 733, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 734, payload_bits 734, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 735, payload_bits 735, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 736, payload_bits 736, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 737, payload_bits 737, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 738, payload_bits 738, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 739, payload_bits 739, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 740, payload_bits 740, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 741, payload_bits 741, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 742, payload_bits 742, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 743, payload_bits 743, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 744, payload_bits 744, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 745, payload_bits 745, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 746, payload_bits 746, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 747, payload_bits 747, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 748, payload_bits 748, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 749, payload_bits 749, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 750, payload_bits 750, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 751, payload_bits 751, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 752, payload_bits 752, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 753, payload_bits 753, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 754, payload_bits 754, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 755, payload_bits 755, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 756, payload_bits 756, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 757, payload_bits 757, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 758, payload_bits 758, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 759, payload_bits 759, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 760, payload_bits 760, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 761, payload_bits 761, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 762, payload_bits 762, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 763, payload_bits 763, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 764, payload_bits 764, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 765, payload_bits 765, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 766, payload_bits 766, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 767, payload_bits 767, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 768, payload_bits 768, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 769, payload_bits 769, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 770, payload_bits 770, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 771, payload_bits 771, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 772, payload_bits 772, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 773, payload_bits 773, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 774, payload_bits 774, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 775, payload_bits 775, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 776, payload_bits 776, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 777, payload_bits 777, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 778, payload_bits 778, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 779, payload_bits 779, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 780, payload_bits 780, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 781, payload_bits 781, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 782, payload_bits 782, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 783, payload_bits 783, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 784, payload_bits 784, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 785, payload_bits 785, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 786, payload_bits 786, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 787, payload_bits 787, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 788, payload_bits 788, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 789, payload_bits 789, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 790, payload_bits 790, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 791, payload_bits 791, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 792, payload_bits 792, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 793, payload_bits 793, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 794, payload_bits 794, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 795, payload_bits 795, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 796, payload_bits 796, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 797, payload_bits 797, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 798, payload_bits 798, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 799, payload_bits 799, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 800, payload_bits 800, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 801, payload_bits 801, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 802, payload_bits 802, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 803, payload_bits 803, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 804, payload_bits 804, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 805, payload_bits 805, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 806, payload_bits 806, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 807, payload_bits 807, keyword_buffer 800880, end_found 0
