Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   6920, rd_minus:   7136, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2292, rd_minus:   2244, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 451 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1714, rd_minus:   1798, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 452 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2018, rd_minus:   2246, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 453 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14372, rd_minus:  16886, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 454 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1790, rd_minus:   1916, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 455 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12800, rd_minus:  12872, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 456 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3974, rd_minus:   3452, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 457 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1712, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 458 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10164, rd_minus:  10040, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 459 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  63328, rd_minus:  64556, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 460 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1368, rd_minus:   1368, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 461 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    810, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 462 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    990, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 463 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    668, rd_minus:    746, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 464 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1016, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 465 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1414, rd_minus:   1620, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 466 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5282, rd_minus:   6472, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 467 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4604, rd_minus:   3796, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 468 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1618, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 469 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1598, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 470 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5210, rd_minus:   4278, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 471 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2372, rd_minus:   2528, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 472 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3800, rd_minus:   5166, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 473 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7260, rd_minus:   7134, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 474 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3022, rd_minus:   3468, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 475 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1790, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 476 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5442, rd_minus:   5676, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 477 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1024, rd_minus:   1316, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 478 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3704, rd_minus:   4256, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 479 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2100, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 480 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2828, rd_minus:   1876, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 481 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1450, rd_minus:   1428, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 482 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8364, rd_minus:   8240, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 483 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7906, rd_minus:   6914, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 484 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3992, rd_minus:   3052, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 485 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    686, rd_minus:   1074, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 486 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4920, rd_minus:   5334, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 487 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1760, rd_minus:   1874, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 488 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7890, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 489 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1514, rd_minus:   1570, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 490 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3056, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 491 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2558, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 492 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3746, rd_minus:   3762, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 493 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1522, rd_minus:   1408, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 494 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8648, rd_minus:   8206, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 495 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2596, rd_minus:   2112, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 496 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2128, rd_minus:   2110, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 497 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1436, rd_minus:   1162, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 498 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2364, rd_minus:   2800, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 499 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2476, rd_minus:   2276, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 500 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    902, rd_minus:    902, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 501 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2042, rd_minus:   2020, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 502 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1856, rd_minus:   1840, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 503 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1868, rd_minus:   2010, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 504 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1956, rd_minus:   2032, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 505 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1256, rd_minus:   1186, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 506 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2100, rd_minus:   2526, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 507 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    946, rd_minus:    918, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 508 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1260, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 509 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1972, rd_minus:   2108, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 510 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    194, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 511 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2196, rd_minus:   2008, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 512 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1442, rd_minus:   1446, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 513 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2776, rd_minus:   3268, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 514 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9420, rd_minus:   8914, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 515 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3182, rd_minus:   3442, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 516 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2944, rd_minus:   3426, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 517 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1570, rd_minus:   1670, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 518 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2634, rd_minus:   2172, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 519 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2780, rd_minus:   2618, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 520 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2606, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 521 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1840, rd_minus:   1998, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 522 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1388, rd_minus:   1308, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 523 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3088, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 524 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6678, rd_minus:   8722, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 525 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1858, rd_minus:   1834, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 526 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2254, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 527 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4026, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 528 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4500, rd_minus:   4004, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 529 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3264, rd_minus:   3572, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 530 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5716, rd_minus:   5728, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 531 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12150, rd_minus:   7632, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 532 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4598, rd_minus:   3796, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 533 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7682, rd_minus:   6886, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 534 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4444, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 535 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1928, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 536 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5480, rd_minus:   4934, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 537 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    988, rd_minus:   1006, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 538 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   9964, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 539 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3286, rd_minus:   5104, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 540 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2956, rd_minus:   4796, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 541 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3670, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 542 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    504, rd_minus:    504, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 543 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1448, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 544 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    886, rd_minus:    928, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 545 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10048, rd_minus:  10302, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 546 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9348, rd_minus:   9702, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 547 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1482, rd_minus:   1818, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 548 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8016, rd_minus:   7624, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 549 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4324, rd_minus:   3768, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 550 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1504, rd_minus:   1474, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 551 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2872, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 552 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2380, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 553 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17338, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 554 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    910, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 555 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    976, rd_minus:    926, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 556 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    858, rd_minus:    736, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 557 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2644, rd_minus:   2740, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 558 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2844, rd_minus:   2908, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 559 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2318, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 560 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1504, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 561 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9444, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 562 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2542, rd_minus:   2012, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 563 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1958, rd_minus:   1638, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 564 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2560, rd_minus:   3044, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 565 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5366, rd_minus:   6282, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 566 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1396, rd_minus:   1120, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 567 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     70, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 568 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     72, rd_minus:     62, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 569 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1346, rd_minus:   1432, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 570 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4858, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 571 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4360, rd_minus:   4076, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 572 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1948, rd_minus:   1784, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 573 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2070, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 574 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    986, rd_minus:    764, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 575 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3146, rd_minus:   3522, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 576 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1614, rd_minus:   1314, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 577 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1608, rd_minus:   1452, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 578 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3976, rd_minus:   3438, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 579 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3988, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 580 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4934, rd_minus:   5196, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 581 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3396, rd_minus:   2312, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 582 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3186, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 583 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1728, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 584 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5824, rd_minus:   3944, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 585 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15698, rd_minus:  11252, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 586 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3242, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 587 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2272, rd_minus:   2004, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 588 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2200, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 589 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6374, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 590 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3344, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 591 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2568, rd_minus:   2510, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 592 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7650, rd_minus:   6960, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 593 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2682, rd_minus:   3560, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 594 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2530, rd_minus:   3978, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 595 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2652, rd_minus:   2190, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 596 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    248, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 597 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17548, rd_minus:  16074, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 598 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15680, rd_minus:  23534, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 599 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2640, rd_minus:   4248, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 600 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6896, rd_minus:   4948, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 601 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5204, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 602 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12058, rd_minus:  12102, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 603 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5604, rd_minus:   4476, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 604 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5312, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 605 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4860, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 606 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4814, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 607 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11376, rd_minus:  10736, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 608 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  18450, rd_minus:  21154, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 609 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5112, rd_minus:   5272, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 610 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3002, rd_minus:   3444, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 611 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1808, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 612 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2964, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 613 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  28042, rd_minus:  27970, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 614 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  24166, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 615 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6940, rd_minus:   4992, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 616 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2034, rd_minus:   2368, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 617 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10036, rd_minus:   6388, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 618 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3662, rd_minus:   3732, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 619 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    528, rd_minus:    408, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 620 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    410, rd_minus:    536, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 621 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5428, rd_minus:   3938, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 622 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4256, rd_minus:   6658, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 623 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4856, rd_minus:   6212, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 624 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3736, rd_minus:   3000, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 625 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    806, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 626 / 2072, payload_bits 2048, end_bits 24
