Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   8608, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7214, rd_minus:   8138, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 503 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5128, rd_minus:   3334, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 504 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    430, rd_minus:    626, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 505 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6414, rd_minus:   6270, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 506 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9062, rd_minus:   5454, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 507 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7104, rd_minus:   6116, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 508 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3656, rd_minus:   4612, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 509 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3758, rd_minus:   3636, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 510 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1118, rd_minus:   1188, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 511 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    498, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 512 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9874, rd_minus:  12402, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 513 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2220, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 514 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5486, rd_minus:   5584, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 515 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4574, rd_minus:   4460, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 516 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    122, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 517 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    516, rd_minus:    504, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 518 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    878, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 519 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1300, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 520 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3516, rd_minus:   3492, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 521 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    476, rd_minus:    398, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 522 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    286, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 523 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  22474, rd_minus:  22880, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 524 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  21676, rd_minus:  21752, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 525 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    294, rd_minus:    314, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 526 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    344, rd_minus:    416, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 527 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4228, rd_minus:   4802, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 528 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3032, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 529 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    284, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 530 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    496, rd_minus:    442, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 531 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6264, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 532 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9380, rd_minus:  20126, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 533 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2230, rd_minus:   3476, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 534 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3266, rd_minus:   4304, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 535 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3176, rd_minus:   2440, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 536 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3090, rd_minus:   3202, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 537 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5876, rd_minus:   6066, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 538 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4820, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 539 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9456, rd_minus:   9780, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 540 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    160, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 541 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3394, rd_minus:   4350, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 542 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8000, rd_minus:  10342, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 543 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3372, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 544 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    178, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 545 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6948, rd_minus:   5256, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 546 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5824, rd_minus:   5158, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 547 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4178, rd_minus:   5864, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 548 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5640, rd_minus:   5142, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 549 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  15238, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 550 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1958, rd_minus:   1682, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 551 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5950, rd_minus:   5108, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 552 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4960, rd_minus:   9358, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 553 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2826, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 554 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    278, rd_minus:    306, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 555 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    986, rd_minus:    870, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 556 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5676, rd_minus:   5948, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 557 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    984, rd_minus:   1064, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 558 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  12650, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 559 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4100, rd_minus:   3992, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 560 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9778, rd_minus:  13368, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 561 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    392, rd_minus:    468, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 562 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3786, rd_minus:   2896, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 563 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4608, rd_minus:   4068, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 564 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5096, rd_minus:   5784, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 565 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3724, rd_minus:   5556, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 566 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5336, rd_minus:   5316, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 567 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3118, rd_minus:   2840, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 568 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4916, rd_minus:   5780, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 569 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7944, rd_minus:   8170, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 570 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4072, rd_minus:   3336, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 571 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  13110, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 572 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5732, rd_minus:   5304, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 573 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    964, rd_minus:    604, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 574 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    642, rd_minus:    520, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 575 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3408, rd_minus:   4106, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 576 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4836, rd_minus:   3516, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 577 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1856, rd_minus:   2260, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 578 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8782, rd_minus:  14286, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 579 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2062, rd_minus:   1092, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 580 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  15354, rd_minus:  18994, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 581 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2692, rd_minus:   6680, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 582 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4522, rd_minus:   4590, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 583 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    178, rd_minus:    186, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 584 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10984, rd_minus:  18028, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 585 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2896, rd_minus:   2696, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 586 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    368, rd_minus:    612, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 587 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3884, rd_minus:   4184, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 588 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3194, rd_minus:   2680, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 589 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    702, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 590 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  14784, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 591 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11096, rd_minus:  14120, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 592 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  20362, rd_minus:  18186, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 593 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6018, rd_minus:   6332, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 594 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6330, rd_minus:   6400, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 595 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  13798, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 596 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    474, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 597 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3804, rd_minus:   4036, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 598 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4724, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 599 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    408, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 600 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    320, rd_minus:    364, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 601 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    476, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 602 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    422, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 603 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6532, rd_minus:   6832, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 604 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  15126, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 605 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7146, rd_minus:   7296, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 606 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3836, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 607 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6502, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 608 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     76, rd_minus:     82, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 609 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4180, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 610 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7552, rd_minus:   7300, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 611 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2000, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 612 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6106, rd_minus:   3348, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 613 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6636, rd_minus:   7304, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 614 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    248, rd_minus:    240, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 615 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3820, rd_minus:   5112, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 616 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  32320, rd_minus:  35978, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 617 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4012, rd_minus:   3508, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 618 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2806, rd_minus:   3200, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 619 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9206, rd_minus:   8948, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 620 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9392, rd_minus:   7702, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 621 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7212, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 622 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3750, rd_minus:   3782, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 623 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2024, rd_minus:   3252, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 624 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4364, rd_minus:   5404, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 625 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    106, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 626 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1072, rd_minus:   1002, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 627 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  10806, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 628 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  12686, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 629 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    182, rd_minus:    178, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 630 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    596, rd_minus:    590, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 631 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  23796, rd_minus:  22602, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 632 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  23260, rd_minus:  20496, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 633 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6168, rd_minus:   6188, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 634 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1646, rd_minus:    900, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 635 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4436, rd_minus:   4782, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 636 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10836, rd_minus:   7812, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 637 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  15860, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 638 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4230, rd_minus:   5144, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 639 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3388, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 640 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5052, rd_minus:   3880, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 641 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6734, rd_minus:   6044, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 642 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5214, rd_minus:   4830, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 643 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9564, rd_minus:   9000, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 644 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    198, rd_minus:    158, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 645 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5496, rd_minus:   3682, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 646 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4098, rd_minus:   4232, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 647 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    298, rd_minus:    320, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 648 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4196, rd_minus:   4460, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 649 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6534, rd_minus:   7600, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 650 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    190, rd_minus:    194, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 651 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4488, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 652 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4326, rd_minus:   4312, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 653 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2052, rd_minus:   2550, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 654 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    562, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 655 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10542, rd_minus:  10012, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 656 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5988, rd_minus:   6284, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 657 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3746, rd_minus:   3370, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 658 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4556, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 659 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2040, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 660 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11090, rd_minus:  11564, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 661 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6710, rd_minus:   6616, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 662 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    238, rd_minus:    236, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 663 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  14806, rd_minus:  14988, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 664 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1428, rd_minus:   1240, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 665 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  18770, rd_minus:  23402, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 666 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3222, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 667 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    148, rd_minus:    144, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 668 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11866, rd_minus:  12350, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 669 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8520, rd_minus:   7224, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 670 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5752, rd_minus:   4228, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 671 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    712, rd_minus:    402, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 672 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2616, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 673 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3992, rd_minus:   3992, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 674 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  14924, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 675 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    222, rd_minus:    196, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 676 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6356, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 677 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5904, rd_minus:   6588, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 678 / 4120, payload_bits 4096, end_bits 24
