Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:  10442, rd_minus:   6220, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5164, rd_minus:   5204, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 545 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1780, rd_minus:   2344, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 546 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2600, rd_minus:   2386, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 547 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3876, rd_minus:   3750, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 548 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5606, rd_minus:   5874, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 549 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2422, rd_minus:   2382, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 550 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   9930, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 551 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7386, rd_minus:   3886, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 552 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  21948, rd_minus:  17978, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 553 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  45460, rd_minus:  47760, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 554 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    412, rd_minus:    412, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 555 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5162, rd_minus:   5644, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 556 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3524, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 557 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13530, rd_minus:  23686, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 558 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1982, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 559 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    126, rd_minus:    104, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 560 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    300, rd_minus:    290, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 561 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    572, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 562 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10080, rd_minus:  11344, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 563 / 2072, payload_bits 2048, end_bits 24
K

[HIDE] rd_plus:   7906, rd_minus:   7748, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 564 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  19168, rd_minus:  19124, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 565 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10348, rd_minus:  10354, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 566 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11086, rd_minus:   7680, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 567 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10754, rd_minus:   4480, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 568 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    132, rd_minus:    124, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 569 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    554, rd_minus:    180, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 570 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4418, rd_minus:   4326, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 571 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1670, rd_minus:   1896, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 572 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    102, rd_minus:    150, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 573 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    842, rd_minus:    528, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 574 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    268, rd_minus:    486, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 575 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     66, rd_minus:     80, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 576 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9586, rd_minus:   8350, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 577 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    806, rd_minus:    676, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 578 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1830, rd_minus:   2414, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 579 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6252, rd_minus:   6738, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 580 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1866, rd_minus:   2086, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 581 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3122, rd_minus:   5480, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 582 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1116, rd_minus:   1384, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 583 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6856, rd_minus:   3292, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 584 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    106, rd_minus:    146, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 585 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    384, rd_minus:    372, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 586 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7964, rd_minus:   9754, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 587 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3454, rd_minus:   2700, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 588 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3692, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 589 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2372, rd_minus:   2140, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 590 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2118, rd_minus:   2580, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 591 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2504, rd_minus:   3214, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 592 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7440, rd_minus:   4934, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 593 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2618, rd_minus:   2574, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 594 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1872, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 595 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7814, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 596 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15954, rd_minus:  12712, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 597 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7192, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 598 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6250, rd_minus:   6870, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 599 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3162, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 600 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16580, rd_minus:  15588, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 601 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1740, rd_minus:   1576, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 602 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3872, rd_minus:   4438, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 603 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8740, rd_minus:   9500, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 604 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3054, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 605 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1692, rd_minus:   1376, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 606 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11796, rd_minus:  11624, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 607 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14712, rd_minus:  17126, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 608 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  21882, rd_minus:  21882, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 609 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3896, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 610 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    992, rd_minus:    988, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 611 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  18956, rd_minus:  20060, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 612 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  26318, rd_minus:  26318, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 613 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    780, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 614 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1928, rd_minus:   1816, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 615 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  18178, rd_minus:  19610, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 616 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7946, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 617 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9852, rd_minus:  10912, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 618 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4354, rd_minus:   5146, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 619 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5316, rd_minus:   5346, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 620 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    652, rd_minus:    672, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 621 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4342, rd_minus:   3422, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 622 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  22764, rd_minus:  23590, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 623 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    392, rd_minus:    246, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 624 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    778, rd_minus:    820, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 625 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4148, rd_minus:   4828, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 626 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14136, rd_minus:  14272, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 627 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1020, rd_minus:   1100, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 628 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4576, rd_minus:   6076, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 629 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  21180, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 630 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3862, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 631 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    216, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 632 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10276, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 633 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2700, rd_minus:   4192, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 634 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15620, rd_minus:  16718, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 635 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9432, rd_minus:   9336, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 636 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6044, rd_minus:   6342, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 637 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6880, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 638 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3720, rd_minus:   4640, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 639 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1572, rd_minus:   1542, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 640 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  13672, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 641 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    410, rd_minus:    370, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 642 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    204, rd_minus:    178, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 643 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2558, rd_minus:   4760, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 644 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6300, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 645 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14564, rd_minus:   9568, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 646 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    800, rd_minus:   1360, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 647 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    724, rd_minus:   1016, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 648 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2504, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 649 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     74, rd_minus:    124, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 650 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    126, rd_minus:    128, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 651 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2056, rd_minus:   1806, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 652 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2738, rd_minus:   1730, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 653 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2084, rd_minus:   1828, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 654 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    866, rd_minus:    648, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 655 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    824, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 656 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1858, rd_minus:   1860, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 657 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3584, rd_minus:   1718, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 658 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2654, rd_minus:   2592, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 659 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2462, rd_minus:   2478, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 660 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16002, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 661 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8992, rd_minus:   8940, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 662 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1140, rd_minus:    474, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 663 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    370, rd_minus:    232, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 664 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    542, rd_minus:    952, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 665 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3056, rd_minus:   7678, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 666 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    622, rd_minus:   1418, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 667 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:     44, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 668 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    140, rd_minus:    132, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 669 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13214, rd_minus:   6224, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 670 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    840, rd_minus:    728, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 671 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1106, rd_minus:    544, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 672 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  21546, rd_minus:  19416, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 673 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6662, rd_minus:  13076, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 674 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3326, rd_minus:   2648, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 675 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    656, rd_minus:    952, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 676 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6124, rd_minus:   6124, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 677 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8832, rd_minus:   9400, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 678 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4748, rd_minus:   5056, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 679 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6376, rd_minus:   6652, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 680 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7456, rd_minus:   8362, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 681 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2716, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 682 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4226, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 683 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11358, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 684 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    420, rd_minus:    570, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 685 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    152, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 686 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4134, rd_minus:   5908, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 687 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  18216, rd_minus:  18084, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 688 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16012, rd_minus:  15070, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 689 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14274, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 690 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4226, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 691 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  19082, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 692 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8172, rd_minus:   9608, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 693 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8262, rd_minus:   7870, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 694 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6394, rd_minus:   6868, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 695 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8624, rd_minus:   9062, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 696 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8216, rd_minus:   6580, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 697 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4772, rd_minus:   4268, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 698 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7398, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 699 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7918, rd_minus:   6834, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 700 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11818, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 701 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9160, rd_minus:   8764, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 702 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2644, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 703 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    804, rd_minus:    780, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 704 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17562, rd_minus:  20820, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 705 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  25182, rd_minus:  24948, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 706 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3302, rd_minus:   4760, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 707 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4172, rd_minus:   4420, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 708 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6176, rd_minus:   5820, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 709 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3768, rd_minus:   4210, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 710 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3912, rd_minus:   3722, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 711 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5266, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 712 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1820, rd_minus:   2028, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 713 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  34178, rd_minus:  34082, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 714 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5950, rd_minus:   5952, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 715 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1982, rd_minus:   2064, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 716 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    352, rd_minus:    312, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 717 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  29090, rd_minus:  25400, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 718 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    484, rd_minus:    358, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 719 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1678, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 720 / 2072, payload_bits 2048, end_bits 24
