Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   1292, rd_minus:   1362, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    908, rd_minus:    876, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 514 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    198, rd_minus:    176, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 515 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3936, rd_minus:   3982, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 516 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1324, rd_minus:   1464, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 517 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5898, rd_minus:   5544, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 518 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  20888, rd_minus:  24888, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 519 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2258, rd_minus:   2134, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 520 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6508, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 521 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4274, rd_minus:   3114, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 522 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2834, rd_minus:   3086, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 523 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1908, rd_minus:   1868, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 524 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4910, rd_minus:   4844, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 525 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4268, rd_minus:   2778, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 526 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4476, rd_minus:   4720, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 527 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9532, rd_minus:  12808, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 528 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4208, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 529 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2096, rd_minus:   2396, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 530 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4388, rd_minus:   5320, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 531 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6572, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 532 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3336, rd_minus:   2744, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 533 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17858, rd_minus:  21768, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 534 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4650, rd_minus:   4688, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 535 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1514, rd_minus:   1842, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 536 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5938, rd_minus:   5954, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 537 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13482, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 538 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1708, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 539 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4584, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 540 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4640, rd_minus:   3678, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 541 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3186, rd_minus:   3876, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 542 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1650, rd_minus:   1782, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 543 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1782, rd_minus:   1756, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 544 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3954, rd_minus:   4984, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 545 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1942, rd_minus:   1726, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 546 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    972, rd_minus:    978, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 547 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    764, rd_minus:    638, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 548 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4836, rd_minus:   4266, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 549 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7436, rd_minus:   8054, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 550 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1506, rd_minus:   1350, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 551 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1136, rd_minus:   1128, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 552 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2264, rd_minus:   2714, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 553 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11760, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 554 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5360, rd_minus:   8144, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 555 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11410, rd_minus:  10268, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 556 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6950, rd_minus:   6950, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 557 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5116, rd_minus:   5808, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 558 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4584, rd_minus:   4782, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 559 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2454, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 560 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    730, rd_minus:    566, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 561 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1214, rd_minus:   1240, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 562 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5320, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 563 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2834, rd_minus:   2466, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 564 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3006, rd_minus:   3206, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 565 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2670, rd_minus:   2714, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 566 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4910, rd_minus:   5170, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 567 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2832, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 568 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  28608, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 569 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    476, rd_minus:    382, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 570 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8198, rd_minus:   8214, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 571 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4390, rd_minus:   5058, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 572 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6432, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 573 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3276, rd_minus:   3178, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 574 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5166, rd_minus:   6598, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 575 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4126, rd_minus:   4084, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 576 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17208, rd_minus:  21316, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 577 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5508, rd_minus:   6744, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 578 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9240, rd_minus:   9798, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 579 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10806, rd_minus:   6044, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 580 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17566, rd_minus:  12792, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 581 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  19646, rd_minus:  13846, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 582 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16656, rd_minus:  12254, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 583 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4654, rd_minus:   4178, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 584 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13404, rd_minus:  13410, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 585 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3536, rd_minus:   2386, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 586 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1524, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 587 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6906, rd_minus:   7884, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 588 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9484, rd_minus:  13000, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 589 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13344, rd_minus:  13984, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 590 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2926, rd_minus:   3072, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 591 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4280, rd_minus:   4224, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 592 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2530, rd_minus:   2540, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 593 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2720, rd_minus:   2514, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 594 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2266, rd_minus:   2846, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 595 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8492, rd_minus:   8072, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 596 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2144, rd_minus:   2082, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 597 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    246, rd_minus:    248, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 598 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    134, rd_minus:    128, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 599 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7546, rd_minus:   7308, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 600 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6596, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 601 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4998, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 602 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3114, rd_minus:   3060, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 603 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9626, rd_minus:  13194, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 604 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12848, rd_minus:  13136, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 605 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3628, rd_minus:   3268, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 606 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13778, rd_minus:  14876, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 607 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    180, rd_minus:    192, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 608 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    946, rd_minus:    698, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 609 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    442, rd_minus:    522, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 610 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7266, rd_minus:   7208, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 611 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  29472, rd_minus:  25282, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 612 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4640, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 613 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  12668, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 614 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    628, rd_minus:    628, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 615 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    368, rd_minus:    386, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 616 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5244, rd_minus:   5328, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 617 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2056, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 618 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    856, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 619 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4902, rd_minus:   5660, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 620 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3700, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 621 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9250, rd_minus:   9318, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 622 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4088, rd_minus:   2136, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 623 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16126, rd_minus:  14988, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 624 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    236, rd_minus:    198, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 625 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9598, rd_minus:  11356, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 626 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4440, rd_minus:   4612, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 627 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5556, rd_minus:   4672, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 628 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2016, rd_minus:   2036, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 629 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3840, rd_minus:   3400, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 630 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5236, rd_minus:   5360, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 631 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5186, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 632 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5096, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 633 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5808, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 634 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  19712, rd_minus:  19790, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 635 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3328, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 636 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12170, rd_minus:  11944, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 637 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7982, rd_minus:  10644, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 638 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6280, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 639 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5598, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 640 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12050, rd_minus:  11440, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 641 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  66742, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 642 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7544, rd_minus:   8396, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 643 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  40060, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 644 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6806, rd_minus:   7138, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 645 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2430, rd_minus:   2516, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 646 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3358, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 647 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14520, rd_minus:  17488, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 648 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4402, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 649 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2894, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 650 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    466, rd_minus:    458, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 651 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3256, rd_minus:   3850, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 652 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3574, rd_minus:   3528, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 653 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3972, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 654 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3420, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 655 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9106, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 656 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3028, rd_minus:   3104, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 657 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2424, rd_minus:   2538, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 658 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5282, rd_minus:   4858, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 659 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  10478, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 660 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2804, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 661 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3220, rd_minus:   3196, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 662 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    644, rd_minus:    640, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 663 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8260, rd_minus:   8274, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 664 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9204, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 665 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3604, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 666 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3608, rd_minus:   4304, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 667 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4832, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 668 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5698, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 669 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9216, rd_minus:   9194, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 670 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3826, rd_minus:   5104, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 671 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4068, rd_minus:   4590, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 672 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1282, rd_minus:   1294, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 673 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4788, rd_minus:   4504, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 674 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    848, rd_minus:   1192, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 675 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4530, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 676 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4198, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 677 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17972, rd_minus:  19068, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 678 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13230, rd_minus:  13392, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 679 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4652, rd_minus:   4572, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 680 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3264, rd_minus:   3264, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 681 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4972, rd_minus:   3692, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 682 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1320, rd_minus:   1212, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 683 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4012, rd_minus:   4876, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 684 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2530, rd_minus:   2122, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 685 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3090, rd_minus:   3228, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 686 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12732, rd_minus:  12728, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 687 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  27728, rd_minus:  19188, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 688 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2266, rd_minus:   2284, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 689 / 2072, payload_bits 2048, end_bits 24
